Id,Label,name,city,country,icao,latitude,longitude,altitude,timezone,dst,tz database time zone,type,source,weighted indegree,weighted outdegree,Weighted Degree,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stat_inf_class,nodecolor-multimode,giantcomponent,pageranks,eigencentrality
1,GKA,Goroka Airport,Goroka,Papua New Guinea,AYGA,-6.08169,145.391998,5282,10,U,Pacific/Port_Moresby,airport,OurAirports,5,5,10,7,5,5,10,9,0.22847,0.239238,0,71,red,0,0.000174,0.000554
2,MAG,Madang Airport,Madang,Papua New Guinea,AYMD,-5.20708,145.789002,20,10,U,Pacific/Port_Moresby,airport,OurAirports,8,8,16,7,8,8,16,9,0.22852,0.239712,0,71,blue,0,0.000279,0.000618
3,HGU,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,AYMH,-5.82679,144.296005,5388,10,U,Pacific/Port_Moresby,airport,OurAirports,12,10,22,7,12,10,22,9,0.228536,0.23987,0,71,blue,0,0.000393,0.000967
4,LAE,Nadzab Airport,Nadzab,Papua New Guinea,AYNZ,-6.569803,146.725977,239,10,U,Pacific/Port_Moresby,airport,OurAirports,11,11,22,7,11,11,22,9,0.228553,0.240028,0,71,blue,0,0.000347,0.000923
5,POM,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,AYPY,-9.44338,147.220001,146,10,U,Pacific/Port_Moresby,airport,OurAirports,47,48,95,7,47,48,95,8,0.296016,0.320554,0.002346,71,blue,0,0.00127,0.017132
6,WWK,Wewak International Airport,Wewak,Papua New Guinea,AYWK,-3.58383,143.669006,19,10,U,Pacific/Port_Moresby,airport,OurAirports,6,6,12,7,6,6,12,9,0.22847,0.239238,0,71,red,0,0.000222,0.000501
7,UAK,Narsarsuaq Airport,Narssarssuaq,Greenland,BGBW,61.1605,-45.425999,112,-3,E,America/Godthab,airport,OurAirports,5,5,10,12,5,5,10,9,0.215072,0.223167,0.000428,7,blue,0,0.00034,0.000307
8,GOH,Godthaab / Nuuk Airport,Godthaab,Greenland,BGGH,64.190903,-51.678101,283,-3,E,America/Godthab,airport,OurAirports,8,8,16,12,8,8,16,8,0.248684,0.261812,0.000812,7,blue,0,0.00048,0.000875
9,SFJ,Kangerlussuaq Airport,Sondrestrom,Greenland,BGSF,67.012222,-50.711603,165,-3,E,America/Godthab,airport,OurAirports,7,7,14,12,7,7,14,8,0.269752,0.285299,0.001218,7,red,0,0.00039,0.002077
10,THU,Thule Air Base,Thule,Greenland,BGTL,76.531197,-68.703201,251,-4,E,America/Thule,airport,OurAirports,1,1,2,12,1,1,2,12,0.130785,0.132754,0,7,red,0,0.000146,0.000057
11,AEY,Akureyri Airport,Akureyri,Iceland,BIAR,65.660004,-18.0727,6,0,N,Atlantic/Reykjavik,airport,OurAirports,1,1,2,12,1,1,2,10,0.16615,0.170092,0,7,blue,0,0.000127,0.000059
12,EGS,Egilssta�ir Airport,Egilsstadir,Iceland,BIEG,65.283302,-14.4014,76,0,N,Atlantic/Reykjavik,airport,OurAirports,1,1,2,12,1,1,2,10,0.16615,0.170092,0,7,blue,0,0.000127,0.000059
13,HFN,Hornafj�r�ur Airport,Hofn,Iceland,BIHN,64.295601,-15.2272,24,0,N,Atlantic/Reykjavik,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,1,0.000039,0
14,HZK,H�sav�k Airport,Husavik,Iceland,BIHU,65.952301,-17.426001,48,0,N,Atlantic/Reykjavik,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,2,0.000039,0
15,IFJ,�safj�r�ur Airport,Isafjordur,Iceland,BIIS,66.058098,-23.1353,8,0,N,Atlantic/Reykjavik,airport,OurAirports,1,1,2,12,1,1,2,10,0.16615,0.170092,0,7,blue,0,0.000127,0.000059
16,KEF,Keflavik International Airport,Keflavik,Iceland,BIKF,63.985001,-22.6056,171,0,N,Atlantic/Reykjavik,airport,OurAirports,46,45,91,5,46,45,91,7,0.329585,0.358825,0.001013,7,red,0,0.000427,0.074961
17,PFJ,Patreksfj�r�ur Airport,Patreksfjordur,Iceland,BIPA,65.555801,-23.965,11,0,N,Atlantic/Reykjavik,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,3,0.000039,0
18,RKV,Reykjavik Airport,Reykjavik,Iceland,BIRK,64.129997,-21.940599,48,0,N,Atlantic/Reykjavik,airport,OurAirports,4,4,8,12,4,4,8,9,0.199245,0.206248,0.000321,7,red,0,0.000412,0.000232
19,SIJ,Siglufj�r�ur Airport,Siglufjordur,Iceland,BISI,66.133301,-18.9167,10,0,N,Atlantic/Reykjavik,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,4,0.000039,0
20,VEY,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,BIVM,63.424301,-20.2789,326,0,N,Atlantic/Reykjavik,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,5,0.000039,0
21,YAM,Sault Ste Marie Airport,Sault Sainte Marie,Canada,CYAM,46.485001,-84.509399,630,-5,A,America/Toronto,airport,OurAirports,4,4,8,8,4,4,8,8,0.282312,0.296941,0,79,red,0,0.000118,0.002901
22,\N,Winnipeg / St. Andrews Airport,Winnipeg,Canada,CYAV,50.0564,-97.032501,760,-6,A,America/Winnipeg,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,6,0.000039,0
23,\N,Halifax / CFB Shearwater Heliport,Halifax,Canada,CYAW,44.639702,-63.499401,144,-4,A,America/Halifax,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,7,0.000039,0
24,YAY,St. Anthony Airport,St. Anthony,Canada,CYAY,51.391899,-56.083099,108,-3.5,A,America/St_Johns,airport,OurAirports,3,3,6,0,3,3,6,9,0.233149,0.242143,0.00005,74,blue,0,0.000129,0.000318
25,YAZ,Tofino / Long Beach Airport,Tofino,Canada,CYAZ,49.079833,-125.775583,80,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,8,0.000039,0
26,YBB,Kugaaruk Airport,Pelly Bay,Canada,CYBB,68.534401,-89.808098,56,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,9,0.000039,0
27,YBC,Baie Comeau Airport,Baie Comeau,Canada,CYBC,49.1325,-68.204399,71,-5,A,America/Toronto,airport,OurAirports,6,6,12,0,6,6,12,8,0.262503,0.276432,0,74,blue,0,0.000143,0.002389
28,YBG,CFB Bagotville,Bagotville,Canada,CYBG,48.330601,-70.996399,522,-5,A,America/Toronto,airport,OurAirports,4,4,8,0,4,4,8,8,0.262438,0.276363,0.000002,74,blue,0,0.000119,0.001901
29,YBK,Baker Lake Airport,Baker Lake,Canada,CYBK,64.298897,-96.077797,59,-6,A,America/Winnipeg,airport,OurAirports,6,6,12,0,6,6,12,10,0.190193,0.196547,0,0,red,0,0.000218,0.000433
30,YBL,Campbell River Airport,Campbell River,Canada,CYBL,49.950802,-125.271004,346,-8,A,America/Vancouver,airport,OurAirports,6,6,12,8,6,6,12,9,0.263596,0.276495,0.000076,0,red,0,0.000149,0.004131
31,YBR,Brandon Municipal Airport,Brandon,Canada,CYBR,49.91,-99.951897,1343,-6,A,America/Winnipeg,airport,OurAirports,1,1,2,8,1,1,2,9,0.254339,0.265542,0,0,red,0,0.000049,0.001022
32,YCB,Cambridge Bay Airport,Cambridge Bay,Canada,CYCB,69.108101,-105.138001,90,-7,A,America/Edmonton,airport,OurAirports,6,6,12,0,6,6,12,10,0.205,0.212391,0,0,blue,0,0.000256,0.000445
33,YCD,Nanaimo Airport,Nanaimo,Canada,CYCD,49.05497,-123.869863,92,-8,A,America/Vancouver,airport,OurAirports,2,2,4,8,2,2,4,9,0.265164,0.278367,0,0,red,0,0.00006,0.002326
34,YCG,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,CYCG,49.296398,-117.632004,1624,-8,A,America/Vancouver,airport,OurAirports,2,2,4,8,2,2,4,9,0.265164,0.278367,0,0,red,0,0.00006,0.002326
35,YCH,Miramichi Airport,Chatham,Canada,CYCH,47.007801,-65.449203,108,-4,A,America/Halifax,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,10,0.000039,0
36,YCL,Charlo Airport,Charlo,Canada,CYCL,47.990799,-66.330299,132,-4,A,America/Halifax,airport,OurAirports,2,2,4,0,2,2,4,9,0.240082,0.250737,0,74,blue,0,0.000072,0.000467
37,YCO,Kugluktuk Airport,Coppermine,Canada,CYCO,67.816704,-115.143997,74,-7,A,America/Edmonton,airport,OurAirports,5,5,10,0,5,5,10,10,0.205053,0.212418,0.000142,0,blue,0,0.000224,0.000385
38,YCT,Coronation Airport,Coronation,Canada,CYCT,52.075001,-111.445,2595,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,11,0.000039,0
39,YCW,Chilliwack Airport,Chilliwack,Canada,CYCW,49.152802,-121.939003,32,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,12,0.000039,0
40,YCY,Clyde River Airport,Clyde River,Canada,CYCY,70.486099,-68.516701,87,-5,A,America/Toronto,airport,OurAirports,4,4,8,0,4,4,8,10,0.196218,0.202408,0.000071,0,red,0,0.000195,0.000273
41,YZS,Coral Harbour Airport,Coral Harbour,Canada,CYZS,64.193298,-83.359398,210,-5,A,America/Coral_Harbour,airport,OurAirports,5,6,11,0,5,6,11,10,0.190204,0.1966,0.000001,0,red,0,0.000203,0.000346
42,YDA,Dawson City Airport,Dawson,Canada,CYDA,64.043098,-139.128006,1215,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,13,0.000039,0
43,YDB,Burwash Airport,Burwash,Canada,CYDB,61.371101,-139.041,2647,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,14,0.000039,0
44,\N,Princeton Airport,Princeton,Canada,CYDC,49.468102,-120.511002,2298,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,15,0.000039,0
45,YDF,Deer Lake Airport,Deer Lake,Canada,CYDF,49.2108,-57.391399,72,-3.5,A,America/St_Johns,airport,OurAirports,8,7,15,8,8,7,15,8,0.282388,0.297141,0.000119,74,red,0,0.000197,0.00619
46,YDL,Dease Lake Airport,Dease Lake,Canada,CYDL,58.422199,-130.031998,2600,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,16,0.000039,0
47,YDN,Dauphin Barker Airport,Dauphin,Canada,CYDN,51.1008,-100.052002,999,-6,A,America/Winnipeg,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,17,0.000039,0
48,YDQ,Dawson Creek Airport,Dawson Creek,Canada,CYDQ,55.742298,-120.182999,2148,-7,A,America/Dawson_Creek,airport,OurAirports,2,2,4,8,2,2,4,9,0.263574,0.276337,0.000015,0,red,0,0.00008,0.001362
49,YEG,Edmonton International Airport,Edmonton,Canada,CYEG,53.3097,-113.580002,2373,-7,A,America/Edmonton,airport,OurAirports,71,68,139,8,71,68,139,8,0.324915,0.350204,0.001591,0,red,0,0.000996,0.091751
50,YEK,Arviat Airport,Eskimo Point,Canada,CYEK,61.0942,-94.070801,32,-6,A,America/Winnipeg,airport,OurAirports,7,7,14,0,7,7,14,10,0.190181,0.196389,0,0,red,0,0.000231,0.000503
51,YEN,Estevan Airport,Estevan,Canada,CYEN,49.2103,-102.966003,1905,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,18,0.000039,0
52,YET,Edson Airport,Edson,Canada,CYET,53.578899,-116.464996,3043,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,19,0.000039,0
53,YEU,Eureka Airport,Eureka,Canada,CYEU,79.994698,-85.814201,256,-6,A,America/Winnipeg,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,20,0.000039,0
54,YEV,Inuvik Mike Zubko Airport,Inuvik,Canada,CYEV,68.304199,-133.483002,224,-7,A,America/Edmonton,airport,OurAirports,8,8,16,0,8,8,16,11,0.170335,0.175667,0.000392,0,red,0,0.000581,0.000461
55,YFB,Iqaluit Airport,Iqaluit,Canada,CYFB,63.756402,-68.555801,110,-5,A,America/Toronto,airport,OurAirports,18,18,36,0,18,18,36,9,0.244062,0.256396,0.001185,0,blue,0,0.000694,0.002091
56,YFC,Fredericton Airport,Fredericton,Canada,CYFC,45.8689,-66.537201,68,-4,A,America/Halifax,airport,OurAirports,4,4,8,8,4,4,8,8,0.285856,0.301135,0,0,red,0,0.00008,0.005047
57,YFE,Forestville Airport,Forestville,Canada,CYFE,48.746101,-69.097198,293,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,21,0.000039,0
58,YFO,Flin Flon Airport,Flin Flon,Canada,CYFO,54.678101,-101.681999,997,-6,A,America/Winnipeg,airport,OurAirports,5,4,9,0,5,4,9,9,0.233184,0.242855,0,0,blue,0,0.000165,0.000708
59,YFR,Fort Resolution Airport,Fort Resolution,Canada,CYFR,61.180801,-113.690002,526,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,22,0.000039,0
60,YFS,Fort Simpson Airport,Fort Simpson,Canada,CYFS,61.760201,-121.236999,555,-7,A,America/Edmonton,airport,OurAirports,2,2,4,0,2,2,4,10,0.204934,0.211838,0,0,blue,0,0.000093,0.000204
61,YGK,Kingston Norman Rogers Airport,Kingston,Canada,CYGK,44.2253,-76.596901,305,-5,A,America/Toronto,airport,OurAirports,1,1,2,8,1,1,2,8,0.281609,0.295672,0,74,red,0,0.000047,0.002613
62,YGL,La Grande Rivi�re Airport,La Grande Riviere,Canada,CYGL,53.625301,-77.704201,639,-5,A,America/Toronto,airport,OurAirports,3,3,6,0,3,3,6,8,0.262394,0.276126,0.000193,74,blue,0,0.000137,0.001793
63,YGP,Gasp� (Michel-Pouliot) Airport,Gaspe,Canada,CYGP,48.775299,-64.4786,112,-5,A,America/Toronto,airport,OurAirports,2,2,4,0,2,2,4,8,0.237363,0.246605,0,74,blue,0,0.000091,0.000309
64,YGQ,Geraldton Greenstone Regional Airport,Geraldton,Canada,CYGQ,49.778301,-86.9394,1144,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,23,0.000039,0
65,YGR,�les-de-la-Madeleine Airport,Iles De La Madeleine,Canada,CYGR,47.424702,-61.778099,35,-5,A,America/Toronto,airport,OurAirports,3,3,6,0,3,3,6,8,0.237399,0.246815,0.000001,74,blue,0,0.00013,0.000367
66,YHB,Hudson Bay Airport,Hudson Bay,Canada,CYHB,52.8167,-102.310997,1175,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,24,0.000039,0
67,YHD,Dryden Regional Airport,Dryden,Canada,CYHD,49.831699,-92.744202,1354,-6,A,America/Winnipeg,airport,OurAirports,3,4,7,13,3,4,7,9,0.221391,0.229747,0.000001,79,blue,0,0.000182,0.000196
68,YHI,Ulukhaktok Holman Airport,Holman Island,Canada,CYHI,70.762802,-117.806,117,-7,A,America/Edmonton,airport,OurAirports,3,3,6,0,3,3,6,11,0.170299,0.175035,0.000036,0,red,0,0.000206,0.00018
69,YHK,Gjoa Haven Airport,Gjoa Haven,Canada,CYHK,68.635597,-95.849701,152,-7,A,America/Edmonton,airport,OurAirports,5,4,9,0,5,4,9,10,0.20496,0.212154,0,0,blue,0,0.000211,0.000384
70,YHM,John C. Munro Hamilton International Airport,Hamilton,Canada,CYHM,43.173599,-79.934998,780,-5,A,America/Toronto,airport,OurAirports,4,4,8,8,4,4,8,9,0.256068,0.268395,0,0,red,0,0.000086,0.00208
71,YHU,Montr�al / Saint-Hubert Airport,Montreal,Canada,CYHU,45.517502,-73.416901,90,-5,A,America/Toronto,airport,OurAirports,4,4,8,0,4,4,8,8,0.237845,0.247666,0,74,blue,0,0.000129,0.00049
72,YHY,Hay River / Merlyn Carter Airport,Hay River,Canada,CYHY,60.839699,-115.782997,541,-7,A,America/Edmonton,airport,OurAirports,3,3,6,0,3,3,6,9,0.245806,0.256503,0,0,blue,0,0.00011,0.000707
73,YHZ,Halifax / Stanfield International Airport,Halifax,Canada,CYHZ,44.880798,-63.508598,477,-4,A,America/Halifax,airport,OurAirports,52,43,95,8,52,43,95,8,0.315302,0.340324,0.000698,74,red,0,0.00064,0.06183
74,YIB,Atikokan Municipal Airport,Atikokan,Canada,CYIB,48.773899,-91.638603,1408,-5,A,America/Coral_Harbour,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,25,0.000039,0
75,YIO,Pond Inlet Airport,Pond Inlet,Canada,CYIO,72.683296,-77.966698,181,-5,A,America/Toronto,airport,OurAirports,3,3,6,0,3,3,6,11,0.164066,0.167865,0,0,blue,0,0.000161,0.000178
76,YJN,St Jean Airport,St. Jean,Canada,CYJN,45.294399,-73.281097,136,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,26,0.000039,0
77,YJT,Stephenville Airport,Stephenville,Canada,CYJT,48.544201,-58.549999,84,-3.5,A,America/St_Johns,airport,OurAirports,1,1,2,8,1,1,2,9,0.220235,0.227094,0,74,blue,0,0.000053,0.000187
78,YKA,Kamloops Airport,Kamloops,Canada,CYKA,50.702202,-120.444,1133,-8,A,America/Vancouver,airport,OurAirports,5,5,10,8,5,5,10,9,0.265209,0.278578,0,0,red,0,0.000098,0.004739
79,YKF,Waterloo Airport,Waterloo,Canada,CYKF,43.4608,-80.378601,1055,-5,A,America/Toronto,airport,OurAirports,3,3,6,8,3,3,6,8,0.280909,0.297123,0,65,red,0,0.000065,0.009242
80,YKL,Schefferville Airport,Schefferville,Canada,CYKL,54.805302,-66.805298,1709,-5,A,America/Toronto,airport,OurAirports,5,5,10,0,5,5,10,8,0.238598,0.248819,0.000003,74,blue,0,0.000157,0.000578
81,YKY,Kindersley Airport,Kindersley,Canada,CYKY,51.517502,-109.181,2277,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,27,0.000039,0
82,YKZ,Buttonville Municipal Airport,Toronto,Canada,CYKZ,43.862202,-79.370003,650,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,28,0.000039,0
83,YLD,Chapleau Airport,Chapleau,Canada,CYLD,47.82,-83.346703,1470,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,29,0.000039,0
84,YLJ,Meadow Lake Airport,Meadow Lake,Canada,CYLJ,54.125301,-108.523003,1576,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,30,0.000039,0
85,YLL,Lloydminster Airport,Lloydminster,Canada,CYLL,53.3092,-110.072998,2193,-7,A,America/Edmonton,airport,OurAirports,1,1,2,8,1,1,2,9,0.254339,0.265542,0,0,red,0,0.000049,0.001022
86,YLT,Alert Airport,Alert,Canada,CYLT,82.517799,-62.280602,100,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,31,0.000039,0
87,YLW,Kelowna International Airport,Kelowna,Canada,CYLW,49.9561,-119.377998,1421,-8,A,America/Vancouver,airport,OurAirports,15,15,30,8,15,15,30,8,0.297798,0.314681,0.000012,0,red,0,0.000224,0.019176
88,YMA,Mayo Airport,Mayo,Canada,CYMA,63.616402,-135.867996,1653,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,32,0.000039,0
89,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,CYMJ,50.330299,-105.558998,1892,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,33,0.000039,0
90,YMM,Fort McMurray Airport,Fort Mcmurray,Canada,CYMM,56.653301,-111.222,1211,-7,A,America/Edmonton,airport,OurAirports,13,12,25,8,13,12,25,8,0.293981,0.311614,0.000108,0,red,0,0.000213,0.015581
91,YMO,Moosonee Airport,Moosonee,Canada,CYMO,51.2911,-80.607803,30,-5,A,America/Toronto,airport,OurAirports,3,3,6,0,3,3,6,9,0.220527,0.228006,0.000429,79,blue,0,0.000205,0.000191
92,YMW,Maniwaki Airport,Maniwaki,Canada,CYMW,46.2728,-75.990601,656,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,34,0.000039,0
93,YMX,Montreal International (Mirabel) Airport,Montreal,Canada,CYMX,45.679501,-74.038696,270,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,35,0.000039,0
94,YNA,Natashquan Airport,Natashquan,Canada,CYNA,50.189999,-61.7892,39,-5,A,America/Toronto,airport,OurAirports,4,4,8,0,4,4,8,9,0.20832,0.215802,0.000326,74,red,0,0.00022,0.000306
95,YND,Ottawa / Gatineau Airport,Gatineau,Canada,CYND,45.521702,-75.563599,211,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,36,0.000039,0
96,YNM,Matagami Airport,Matagami,Canada,CYNM,49.7617,-77.802803,918,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,37,0.000039,0
97,YOC,Old Crow Airport,Old Crow,Canada,CYOC,67.570602,-139.839004,824,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,38,0.000039,0
98,YOD,CFB Cold Lake,Cold Lake,Canada,CYOD,54.404999,-110.278999,1775,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,39,0.000039,0
99,YOJ,High Level Airport,High Level,Canada,CYOJ,58.621399,-117.165001,1110,-7,A,America/Edmonton,airport,OurAirports,2,2,4,8,2,2,4,9,0.245273,0.255334,0,0,blue,0,0.000089,0.000603
100,YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,CYOW,45.322498,-75.669197,374,-5,A,America/Toronto,airport,OurAirports,44,45,89,8,44,45,89,8,0.320636,0.345429,0.001586,0,red,0,0.000566,0.061964
101,YPA,Prince Albert Glass Field,Prince Albert,Canada,CYPA,53.214199,-105.672996,1405,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,40,0.000039,0
102,YPE,Peace River Airport,Peace River,Canada,CYPE,56.226898,-117.446999,1873,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,41,0.000039,0
103,YPG,Southport Airport,Portage-la-prairie,Canada,CYPG,49.903099,-98.273817,885,-6,A,America/Winnipeg,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,42,0.000039,0
104,\N,Pitt Meadows Airport,Pitt Meadows,Canada,CYPK,49.216099,-122.709999,11,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,43,0.000039,0
105,YPL,Pickle Lake Airport,Pickle Lake,Canada,CYPL,51.4464,-90.214203,1267,-5,A,America/Coral_Harbour,airport,OurAirports,1,1,2,1,1,1,2,9,0.220973,0.228241,0.000053,79,blue,0,0.0001,0.000057
106,YPN,Port Menier Airport,Port Menier,Canada,CYPN,49.836399,-64.288597,167,-5,A,America/Toronto,airport,OurAirports,2,2,4,0,2,2,4,9,0.208183,0.215312,0,74,red,0,0.000096,0.000154
107,YPQ,Peterborough Airport,Peterborough,Canada,CYPQ,44.23,-78.363297,628,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,44,0.000039,0
108,YPR,Prince Rupert Airport,Prince Pupert,Canada,CYPR,54.286098,-130.445007,116,-8,A,America/Vancouver,airport,OurAirports,2,2,4,8,2,2,4,9,0.26353,0.276127,0,0,red,0,0.00006,0.002608
109,YPY,Fort Chipewyan Airport,Fort Chipewyan,Canada,CYPY,58.7672,-111.116997,761,-7,A,America/Edmonton,airport,OurAirports,2,2,4,0,2,2,4,9,0.227698,0.235805,0,0,blue,0,0.000085,0.0002
110,YQA,Muskoka Airport,Muskoka,Canada,CYQA,44.974701,-79.303299,925,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,45,0.000039,0
111,YQB,Quebec Jean Lesage International Airport,Quebec,Canada,CYQB,46.7911,-71.393303,244,-5,A,America/Toronto,airport,OurAirports,29,28,57,0,29,28,57,7,0.311179,0.333027,0.000553,74,red,0,0.000492,0.036472
112,YQF,Red Deer Regional Airport,Red Deer Industrial,Canada,CYQF,52.182201,-113.893997,2968,-7,A,America/Edmonton,airport,OurAirports,3,3,6,8,3,3,6,9,0.254421,0.265963,0,0,red,0,0.000077,0.001317
113,YQG,Windsor Airport,Windsor,Canada,CYQG,42.2756,-82.955597,622,-5,A,America/Toronto,airport,OurAirports,3,3,6,8,3,3,6,8,0.282994,0.29791,0,79,red,0,0.000073,0.003755
114,YQH,Watson Lake Airport,Watson Lake,Canada,CYQH,60.116402,-128.822006,2255,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,46,0.000039,0
115,YQK,Kenora Airport,Kenora,Canada,CYQK,49.7883,-94.363098,1332,-6,A,America/Winnipeg,airport,OurAirports,3,3,6,8,3,3,6,9,0.233442,0.243319,0.000025,79,blue,0,0.000162,0.000376
116,YQL,Lethbridge County Airport,Lethbridge,Canada,CYQL,49.630299,-112.800003,3048,-7,A,America/Edmonton,airport,OurAirports,1,1,2,8,1,1,2,9,0.254339,0.265542,0,0,red,0,0.000049,0.001022
117,YQM,Greater Moncton International Airport,Moncton,Canada,CYQM,46.112202,-64.678596,232,-4,A,America/Halifax,airport,OurAirports,10,10,20,8,10,10,20,8,0.291222,0.308834,0.000003,0,red,0,0.000138,0.013915
119,YQQ,Comox Airport,Comox,Canada,CYQQ,49.7108,-124.887001,84,-8,A,America/Vancouver,airport,OurAirports,7,7,14,8,7,7,14,9,0.265765,0.279229,0.000001,0,red,0,0.000146,0.00441
120,YQR,Regina International Airport,Regina,Canada,CYQR,50.4319,-104.666,1894,-6,N,America/Regina,airport,OurAirports,17,16,33,8,17,16,33,8,0.299093,0.31925,0,0,red,0,0.000215,0.030759
121,YQT,Thunder Bay Airport,Thunder Bay,Canada,CYQT,48.371899,-89.323898,653,-5,A,America/Toronto,airport,OurAirports,14,13,27,8,14,13,27,8,0.283602,0.299576,0.002134,79,red,0,0.000521,0.006439
122,YQU,Grande Prairie Airport,Grande Prairie,Canada,CYQU,55.179699,-118.885002,2195,-7,A,America/Edmonton,airport,OurAirports,4,4,8,8,4,4,8,9,0.254872,0.266247,0,0,red,0,0.000084,0.003132
123,YQV,Yorkton Municipal Airport,Yorkton,Canada,CYQV,51.264702,-102.461998,1635,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,47,0.000039,0
124,YQW,North Battleford Airport,North Battleford,Canada,CYQW,52.769199,-108.244003,1799,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,48,0.000039,0
125,YQX,Gander International Airport,Gander,Canada,CYQX,48.936901,-54.5681,496,-3.5,A,America/St_Johns,airport,OurAirports,3,3,6,8,3,3,6,9,0.240064,0.250842,0,74,blue,0,0.000094,0.000647
126,YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,CYQY,46.1614,-60.047798,203,-4,A,America/Halifax,airport,OurAirports,2,2,4,8,2,2,4,8,0.281985,0.296283,0,74,red,0,0.00006,0.003
